answers,date,tags,title,user,votes
4,2011-08-28T08:08:00,Bible,Profanity in entertainment?,,12
4,2012-05-29T23:46:00,"Life Of Jesus,Soteriology,Crucifixion",What is the point of Jesus' crucifixion?,,12
2,2020-08-03T23:54:00,"Jehovahs Witnesses,Chronology",Jehovah's Witnesses claim Jerusalem was destroyed in 607 BCE. What is the evidence?,Andrew Shanks,12
8,2020-08-17T13:43:00,"Trinity,Systematic Theology","What does it mean that Jesus, Father, and Holy Spirit are of the same nature but different personas?",Make42,12
1,2020-10-09T01:12:00,"Catholicism,Ethics,Abortion,Medication,Vaccines",Is using medication derived from tissue of aborted fetuses compatible with Catholic teaching?,curiouscatholic77,12
4,2012-06-08T16:42:00,"Catholicism,Abortion,Natural Law,Murder",Does the Catholic Church consider abortion to be murder?,Peter Turner,12
3,2012-06-22T20:38:00,"Life Of Jesus,Original Sin",Was Jesus Plan B?,capitalaudience.com,12
4,2012-06-26T02:09:00,"Church History,Kjv,United States,Kjv Onlyism","Why is the KJV frequently said to be the ""true"" translation?",El'endia Starman,12
3,2012-07-02T19:51:00,Heresy,Are there any modern churches that subscribe to the Donatist heresy?,Affable Geek,12
3,2012-07-13T06:41:00,"Exegesis,Life Of Jesus,Gospel Of Luke,Miracles,Demons",What does the account of pigs and demons mean?,Monika Michael,12
6,2019-11-27T16:33:00,"Protestantism,Culture","Is there an appropriate response to ""Jesus Loves You""?",Peter Turner,12
5,2012-05-02T03:16:00,"Catholicism,Virgin Mary,Tradition,Immaculate Conception,Birth Of Jesus",Where does the Catholic tradition that Mary did not have pain giving birth to Jesus come from?,Peter Turner,12
3,2012-05-03T16:28:00,"Biblical Basis,Creation,Evolution,Old Earth Creation",What is the Biblical evidence against the day-age theory?,daviesgeek,12
3,2011-08-23T20:57:00,"Bible,Translation,Genesis,Creation","Should Genesis 1:2 be translated ""And the earth became without form...""?",StackExchange saddens dancek,12
4,2020-02-07T16:21:00,"Gospel Of Matthew,Birth Of Jesus,John The Baptist,Pope Francis","How can John the Baptist be the greatest man born of woman, when Jesus was also born of woman?",ktm5124,12
6,2020-07-30T06:32:00,"Exegesis,Islam,Biblical Languages,Song Of Songs",Does the verse in Song of Solomon 5:16 contain the name of the Islamic prophet Muhammad?,TeluguBeliever,12
4,2012-04-03T08:55:00,Church Building,Why do churches often have altars?,Reinstate Monica - Goodbye SE,12
3,2012-04-07T15:33:00,"Early Church,Reformation,Church Fathers,Reformed Theology,Ecclesiology",Did the church fathers or OT talk about the visible and invisible church?,Kazark,12
2,2011-08-26T17:45:00,Communion,Which cup of wine did Jesus tell his disciples to drink during the Last Supper?,Joel,12
3,2012-04-19T05:40:00,"Bible,History,Canon,Logic,Protestant Bible","Are there ""rational"" criteria for which books appear in the Bible?",Jas 3.1,12
5,2012-04-24T18:18:00,"Exegesis,Paul Apostle,Church Fathers,Tradition,Galatians","What was Paul's ""revelation"" (mentioned in Galatians 2:2)?",Jas 3.1,12
1,2012-04-24T22:29:00,"Reformed Theology,Origin,Ecclesiology,Calvin,Marks Of The Church","Origin of the Reformed ""Marks of the True Church""",Kazark,12
4,2019-11-12T11:20:00,"Church History,Early Church,New Testament",Were any of the early church leaders Gentile converts to Christianity?,Lesley,12
3,2012-05-01T00:43:00,"Bible,Gender,Leadership",Does the Bible support the concept of male spiritual headship?,Nate Bunney,12
2,2018-08-22T20:56:00,"Lds,Bible Translation,Joseph Smith,Germany",Which German Bible translation was Joseph Smith fond of?,GDP2,12
4,2018-10-22T04:15:00,"Church History,Soteriology,Early Church,Church Fathers,Universalism",Was universalism the majority belief of the early church?,Crisett,12
3,2012-03-20T06:34:00,"Martin Luther,Apostolic Succession",When did Martin Luther lose his Apostolic succession according to Catholic and Eastern Orthodox Churchеs?,brilliant,12
4,2012-03-22T16:33:00,Prayer,What should be a Christian's attitude when his prayers are not answered?,GabrielC,12
2,2019-01-30T20:13:00,"Bible,Bible Translation",Are subheaders of Bible chapters part of the original text?,Benjamin,12
3,2019-04-08T04:58:00,"Exegesis,Origin,Language,Hebrew",What's the origin of this approach of trying to obtain meaning from the individual letters of Hebrew words?,curiousdannii,12
4,2012-04-01T19:00:00,"Tradition,Symbolism,Easter","How did Easter come to be associated with Eggs, Bunnies and Flowers?",Phonics The Hedgehog,12
3,2017-11-05T07:11:00,"Communion,Lutheranism,Idolatry,Consubstantiation,Eucharistic Adoration",Are Lutherans comfortable with worshipping a consecrated host or do they consider it to be idolatry?,,12
5,2017-11-09T12:46:00,"Catholicism,Forgiveness,Confession",Can a person be forgiven outside of confession? (Catholic),Grasper,12
4,2012-02-14T14:41:00,"Bible Translation,Name Of Jesus",Why do biblical names vary in different languages?,Vijin Paulraj,12
1,2018-01-02T07:49:00,"Art,Cross,Crucifix",Trying to find information on a crucifix found whilst metal detecting,Kevin Johnstone,12
1,2012-02-22T21:05:00,"History,Practice,Lent",How long has the church been observing Lent?,Affable Geek,12
2,2018-03-25T23:53:00,"Catholicism,Virgin Mary,Immaculate Conception,Assumption Of Mary,Ex Cathedra",Why are the Immaculate Conception and the Assumption of Mary such a big deal that all Catholics must believe in them?,Thunderforge,12
4,2018-08-21T14:33:00,"Biblical Basis,Heaven,Judgment,Peter",What is the biblical basis for seeing Saint Peter at the gates of heaven?,James Jenkins,12
3,2012-02-02T13:53:00,"Terminology,Messianic Judaism",What is Messianic Judaism?,,12
2,2017-07-27T13:05:00,"Exegesis,Eschatology,Early Church,Origin,Daniel",Who first associated the fourth beast of Daniel 7 with the Roman Empire?,Nathaniel is protesting,12
7,2017-07-29T19:15:00,"Catholicism,Soteriology,Protestantism,Atonement,Penal Substitution",What is the biblical basis for the belief that Jesus' death made satisfaction for individual sins?,Lee Woofenden,12
4,2012-02-09T01:37:00,"Gospels,Textual Discrepancies,Inerrancy,Tomb Of Jesus",How can these inconsistencies about Jesus' tomb be explained?,ThePiachu,12
3,2017-10-09T18:53:00,"Catholicism,Marriage,Reference Request,Adultery,State Of Grace",What is the process for remarried couples to convert to Catholicism?,Grasper,12
2,2017-10-10T17:09:00,"Exegesis,Gospel Of Matthew,Prosperity Gospel,Wealth",How do proponents of the Prosperity Gospel interpret Matthew 19:24?,user1359,12
1,2011-08-25T20:55:00,"Torah,Documentary Hypothesis,Moses",What was the reasons for documentary hypothesis?,,12
1,2017-11-03T23:07:00,"Old Testament,Daniel","Why do we use the Hebrew name for Daniel, but Persian names for his companions?",Kit-Ginevra,12
2,2016-11-22T16:05:00,"Catholicism,Bible,Forgiveness",Can any sin be forgiven? (According to the teaching of the Catholic Church),paracetamol,12
3,2011-08-25T15:40:00,Soteriology,"How do you ""Convert"" somebody to Christianity?",capitalaudience.com,12
1,2016-12-13T05:27:00,"Protestantism,Canon,Reformation,Hebrews,Protestant Bible",Why did the reformers include the book of Hebrews in the canon?,Nathaniel is protesting,12
1,2017-01-01T03:55:00,"Early Church,Christian Literature,Justin Martyr,Dialogue With Trypho","When was the early Christian apology ""Dialogue with Trypho"" written?",Thunderforge,12
3,2011-08-25T16:40:00,"Nature Of God,Prophecy,Epistemology","How to verify if a ""message from God"" came from God?",Rek,12
6,2017-01-18T07:43:00,"Saint,Art,Iconography",Why do images of saints often depict them with unusual hand gestures?,Thunderforge,12
2,2017-01-21T11:03:00,"Exegesis,Lds,Isaiah,Polytheism",How do Mormons interpret Isaiah 43:10?,Oliver K,12
2,2012-01-18T14:50:00,"Lds,Satan,Christology","According to LDS (Mormon) teaching, what is the relationship between Jesus and Lucifer?",Narnian,12
2,2017-01-29T18:52:00,"Exegesis,Gospel Of John,Modalism",How do Modalists interpret John 14:28?,user33104,12
3,2017-02-02T03:24:00,"Exegesis,Protestantism,Sola Fide,Justification,Book Of James",What is the protestant apologetic for James' explicit statement that we are justified by works?,TheIronKnuckle,12
4,2017-02-08T22:33:00,"Nature Of God,Lds,Persons Of The Trinity,Polytheism,Hinduism","Do Mormons actually believe in any sort of supreme being/ultimate reality/""Absolute""?",TheIronKnuckle,12
4,2017-04-26T12:24:00,"Virgin Mary,Early Church,Church Fathers,Origin,Perpetual Virginity",Which church father first taught the perpetual virginity of Mary?,Nathaniel is protesting,12
2,2017-05-02T11:02:00,"Terminology,Origin,Phrase,Life Of Jesus","What is the historical origin of the ""Last Supper"" expression?",luchonacho,12
1,2017-06-17T20:09:00,"Catholicism,Church History,Eastern Orthodox,Terminology,Schism",At what point did the Roman See start self-identifying as the Catholic Church?,bruised reed,12
3,2017-07-01T11:40:00,"Lds,Baptism,Denomination Survey",Which non LDS Christian denominations believe in baptism after death?,Christopher King,12
3,2016-05-26T12:03:00,"Catholicism,Church History,Eastern Orthodox,Civil Government,Church Discipline",Why did the Western and Eastern churches react to their respective states so differently?,Nathaniel is protesting,12
1,2011-12-01T14:52:00,"History,Denomination Survey,Presbyterianism",How does the doctrine of the URC differ from its predecessors?,Waggers,12
7,2011-12-01T16:54:00,"Gospel Of Matthew,Symbolism,Birth Of Jesus,Historic Customs","What is the significance of the three different gifts (gold, frankincense and myrrh) given to Jesus by the Magi after his birth?",Narnian,12
1,2016-04-01T02:54:00,"Catholicism,Feasts,Japan",How do Catholics in Japan celebrate the Feast of the Discovery of the Hidden Christians?,Ken Graham,12
2,2016-04-05T23:03:00,"Paul Apostle,Authorship,Ephesians",What arguments are given that Ephesians was not written by Paul?,Andrew,12
4,2016-05-23T11:47:00,"Biblical Basis,Atonement,Penal Substitution","What is the Biblical basis for the ""penal"" in penal substitutionary atonement?",Michael Vincent,12
3,2011-12-09T04:40:00,"Denomination Survey,Extra Terrestrial Life",Do any denominations have official doctrine regarding humans on other planets?,,12
8,2011-12-23T16:54:00,"Eschatology,Death,Premillennialism",What happens to those saved during the millennial reign that die? (Premillennialist perspective),Ullallulloo,12
2,2011-12-26T14:49:00,"Exegesis,Bible Translation,Exodus,Deuteronomy,2 Kings",What's the problem with groves?,Click Ok,12
7,2012-01-02T23:23:00,Nature Of God,Why does God resort to genocide and destruction?,hammar,12
5,2012-01-04T17:35:00,"Sin,Adam And Eve",Why did the devil tempt Eve first?,pyler,12
5,2012-01-05T13:37:00,Nature Of God,Does God change?,Affable Geek,12
1,2016-08-24T17:47:00,"Catholicism,Church History,Papacy,Philosophy,Schism",Was William of Ockham the first sedevacantist?,Geremia,12
3,2016-08-31T11:36:00,"Exegesis,Genesis,Creation,Early Church,Augustine","Who is Augustine arguing against in his Confessions, book 12?",Nathaniel is protesting,12
3,2016-09-12T14:01:00,"Catholicism,John Paul Ii","The meaning of ""The Other"" in the writings by pope John Paul II",Francis Siefken,12
3,2015-08-10T03:23:00,"Communion,Wesley",What was John Wesley's view of the Lord's Supper?,Mr. Bultitude,12
4,2011-10-25T07:47:00,"Protestantism,Textual Discrepancies,Jonah",Did Jonah fail the test of a prophet?,StackExchange saddens dancek,12
6,2011-10-20T22:03:00,"Exegesis,Protestantism,Communion,Gospel Of John,Passover","What did Jesus mean when He said we must ""eat His flesh and drink His blood""?",Narnian,12
2,2011-10-25T14:46:00,"Exegesis,Sin,Genesis,Temptation",What is the significance of the three distinct aspects of the temptation of Eve in the garden?,Narnian,12
1,2015-09-15T13:10:00,"Catholicism,Papacy,Sacraments,Liturgy",Can priests (or popes) administer sacraments in a liturgy other than their own?,Psychonaut,12
1,2015-10-22T16:39:00,"Prayer,Eastern Orthodox,Comparative Christianity,Oriental Orthodox,Chalcedonian Definition",What are the differences in belief regarding Hesychasm between the Chalcedonian (Eastern) and Non-Chalcedonian (Oriental) Orthodox Churches?,Josiah,12
7,2015-10-28T03:05:00,"Exegesis,History,Daniel",Who was Darius the Mede?,Conor O'Brien,12
5,2011-11-10T05:22:00,"Bible,Mental Illness",What does the Bible say about people with mental illness?,Sufendy,12
2,2015-11-28T03:06:00,"Tradition,Origin,James Apostle","What is the origin of the story that James had knees as hard as a camel's, because of his praying?",Filipe Merker,12
8,2016-01-10T19:08:00,"Biblical Basis,Nature Of God,Love",What is the biblical basis for the belief that God likes or feels affection toward us?,Andrew,12
3,2016-01-22T07:56:00,"Life Of Jesus,Art",What is the significance of position of fingers in Jesus' hand as shown in his images?,Kadalikatt Joseph Sibichan,12
1,2016-01-25T18:47:00,"Catholicism,Church History,Vatican City",Why are the Vatican archives kept secret?,Richard Thomas,12
1,2016-02-22T15:27:00,"Early Church,Civil Government,Augustine,Capital Punishment",Was Augustine opposed to the death penalty?,Nathaniel is protesting,12
2,2016-02-26T23:41:00,"Civil Government,Origin,Money,Politics,United States",What is the theological background to the belief that taxation is theft?,curiousdannii,12
1,2016-03-09T02:49:00,"Catholicism,Church Local,Liturgy,Hebrew,Latin",Tridentine Latin Mass in Hebrew?,Ken Graham,12
2,2015-05-12T22:34:00,"Biblical Basis,Christology,Origin,Melchizedek",What is the basis for King Melchizedek actually being Jesus? Where did this idea come from?,Max,12
5,2015-05-13T14:41:00,"Exegesis,Gospel Of John,Words Of Jesus","Why did the soldiers go backward and fall down when Jesus said ""I am he"" in John 18:6?",Max,12
2,2011-10-12T15:15:00,"Bible,Authorship,Torah,Documentary Hypothesis",What reasons do those who reject the JEPD view of Scripture provide?,jchaffee,12
5,2011-10-03T20:21:00,Exegesis,What is joy? How is it different from happiness (or is it)?,Richard,12
1,2015-02-18T21:55:00,"Reformed Theology,Christology,Original Sin,Heresy,Lutheranism",Were Luther and Calvin Aphthartodocetists?,Adithia Kusno,12
3,2011-10-05T13:33:00,"Bible,History,Crucifixion",Did Jesus die earlier than expected?,Richard,12
4,2011-08-24T18:55:00,"Denomination Survey,Terminology,Predestination","What does ""predestination"" mean?",compman,12
6,2015-03-25T20:53:00,"Lds,Book Of Mormon,Community Of Christ",Did the Community of Christ denounce the Book of Mormon?,ShemSeger,12
5,2011-10-09T13:58:00,"Bible,Exegesis",The effect of poison on Christians,,12
4,2015-04-21T18:00:00,"Sin,Exodus,Punishment,Ezekiel,Family",Does God punish people for their ancestors' sins or not?,Jeff,12
8,2015-05-18T13:31:00,"Exegesis,Acts,Words Of Jesus,Greek,Aramaic",Why did Jesus use a Greek proverb when He spoke Aramaic to Saul in Acts 26:14?,romyjoven,12
4,2015-05-29T12:07:00,"Catholicism,Communion,Miracles",Where can I find official documents of Buenos Aires' Eucharistic Miracle?,felipe.zkn,12
4,2015-07-10T03:36:00,"Catholicism,Morality,Ten Commandments,Name Of Jesus","Do Catholics consider saying ""Jeez(e)!"" to be a violation of the Second Commandment?",Geremia,12
2,2015-07-16T16:13:00,"Exegesis,Nature Of God,Reformed Theology,Predestination","If God ""shows no partiality,"" how do Calvinists defend predestination?",Nathaniel is protesting,12
